term1;term2;score
internal_combustion_engine;spring;-0.042361777
internal_combustion_engine;stability;0.04605805
internal_combustion_engine;steer;-0.03449147
internal_combustion_engine;step;0.042033523
internal_combustion_engine;suspension;0.0654462
internal_combustion_engine;switch;0.072014906
internal_combustion_engine;target;0.01604426
internal_combustion_engine;task;0.0787414
internal_combustion_engine;test;0.040321752
internal_combustion_engine;tire;0.20035288
internal_combustion_engine;torque;0.4141977
internal_combustion_engine;transmission;0.19686913
internal_combustion_engine;valve;0.25627166
internal_combustion_engine;variable;0.11157152
internal_combustion_engine;vehicle;0.2540806
internal_combustion_engine;velocity;0.11027494
internal_combustion_engine;voltage;0.2210468
internal_combustion_engine;warning;-0.011702139
internal_combustion_engine;wheel;0.24066049
lane;lateral;0.22881195
lane;lateral_acceleration;0.20684993
lane;limit;0.15796846
lane;load;0.1621474
lane;longitudinal;0.09751923
lane;manufacturer;0.04977003
lane;maximum;0.102121264
lane;measure;0.0032528527
lane;measurement;-0.054048117
lane;mechanical;0.11398896
lane;message;0.049377553
lane;mode;0.24690841
lane;module;0.028179074
lane;moment;0.102282725
lane;motor;0.1928247
lane;navigation;0.15984859
lane;passenger;0.20088726
lane;optimal;0.04225889
lane;output;0.10933707
lane;parameter;0.105425864
lane;phase;0.18046851
lane;piston;0.18144272
lane;pump;0.11740166
lane;ratio;0.07493131
lane;rear;0.288871
lane;rear_wheel;0.26207206
lane;requirement;0.041729473
lane;resistance;0.018022442
lane;risk;-0.0031810445
lane;safety;0.092591316
lane;scenario;0.09769822
lane;sensor;0.12223758
lane;shaft;0.2392469
lane;signal;0.18945277
lane;simulation;0.032363825
lane;slip;0.11578445
lane;spark_plug;0.17649393
lane;speed;0.3222555
lane;spring;0.011660837
lane;stability;-0.0097137755
lane;steer;0.116314024
lane;step;0.12529399
lane;suspension;0.090567686
lane;switch;0.1226436
lane;target;0.023804411
lane;task;0.11914397
lane;test;0.040627778
lane;tire;0.22949919
lane;torque;0.14824256
lane;transmission;0.07109486
lane;valve;0.17127433
lane;variable;0.096884735
lane;vehicle;0.2684628
lane;velocity;0.101456806
lane;voltage;0.2228926
lane;warning;0.05960598
lane;wheel;0.29841825
lateral;lateral_acceleration;0.33656108
lateral;limit;0.15704367
lateral;load;0.20356573
lateral;longitudinal;0.3665604
lateral;manufacturer;0.0050403317
lateral;maximum;0.11513528
lateral;measure;0.09613731
lateral;measurement;0.19330978
lateral;mechanical;0.28987616
lateral;message;-0.032672163
lateral;mode;0.16739841
lateral;module;0.09741849
lateral;moment;0.022571532
lateral;motor;0.18533684
lateral;navigation;0.08428691
lateral;passenger;0.09389548
lateral;optimal;0.18173549
lateral;output;0.1066872
lateral;parameter;0.23538564
lateral;phase;0.1557868
lateral;piston;0.28873163
lateral;pump;0.11842051
lateral;ratio;0.14703059
lateral;rear;0.33146307
lateral;rear_wheel;0.33228606
lateral;requirement;0.07447473
lateral;resistance;0.0973131
lateral;risk;0.1181965
lateral;safety;0.100740924
lateral;scenario;0.090498395
lateral;sensor;0.26120988
lateral;shaft;0.32283697
lateral;signal;0.16793792
lateral;simulation;0.10718959
lateral;slip;0.12576023
lateral;spark_plug;0.11206171
lateral;speed;0.29183817
lateral;spring;0.09988463
lateral;stability;0.16997872
lateral;steer;0.039586887
lateral;step;0.15686496
lateral;suspension;0.16473043
lateral;switch;0.12716676
lateral;target;0.088741764
lateral;task;0.035098612
lateral;test;0.15538248
lateral;tire;0.16067146
lateral;torque;0.33395195
lateral;transmission;0.20889525
lateral;valve;0.32315034
lateral;variable;0.23422703
lateral;vehicle;0.080690466
lateral;velocity;0.36173403
lateral;voltage;0.25342405
lateral;warning;-0.029638613
lateral;wheel;0.24839467
lateral_acceleration;limit;0.16075377
lateral_acceleration;load;0.233819
lateral_acceleration;longitudinal;0.36733752
lateral_acceleration;manufacturer;0.13058008
lateral_acceleration;maximum;0.25409532
lateral_acceleration;measure;0.09353303
lateral_acceleration;measurement;0.29846707
lateral_acceleration;mechanical;0.26222625
lateral_acceleration;message;-0.012082533
lateral_acceleration;mode;0.15365487
lateral_acceleration;module;0.25177994
lateral_acceleration;moment;0.07422023
lateral_acceleration;motor;0.31073287
lateral_acceleration;navigation;0.2982853
lateral_acceleration;passenger;0.19310342
lateral_acceleration;optimal;0.31031364
lateral_acceleration;output;0.24979667
lateral_acceleration;parameter;0.33839786
lateral_acceleration;phase;0.02557361
lateral_acceleration;piston;0.39130273
lateral_acceleration;pump;0.20888393
lateral_acceleration;ratio;0.23940404
lateral_acceleration;rear;0.3910451
lateral_acceleration;rear_wheel;0.4872962
lateral_acceleration;requirement;0.10430433
lateral_acceleration;resistance;0.14263746
lateral_acceleration;risk;0.11384388
lateral_acceleration;safety;0.15907055
lateral_acceleration;scenario;0.06457651
lateral_acceleration;sensor;0.37922874
lateral_acceleration;shaft;0.27204296
lateral_acceleration;signal;0.15262829
lateral_acceleration;simulation;0.24979186
lateral_acceleration;slip;0.06497508
lateral_acceleration;spark_plug;0.18418668
lateral_acceleration;speed;0.39969307
lateral_acceleration;spring;-0.026378602
lateral_acceleration;stability;0.31740102
lateral_acceleration;steer;0.15652864
lateral_acceleration;step;0.012970087
lateral_acceleration;suspension;0.18702687
lateral_acceleration;switch;0.05789741
lateral_acceleration;target;0.047515642
lateral_acceleration;task;0.033102877
lateral_acceleration;test;0.19284993
lateral_acceleration;tire;0.32094678
lateral_acceleration;torque;0.6345536
lateral_acceleration;transmission;0.22695675
lateral_acceleration;valve;0.25605935
lateral_acceleration;variable;0.29226962
lateral_acceleration;vehicle;0.2835927
lateral_acceleration;velocity;0.36970627
lateral_acceleration;voltage;0.2883409
lateral_acceleration;warning;0.03579688
lateral_acceleration;wheel;0.37972543
limit;load;0.16042124
limit;longitudinal;0.09324727
limit;manufacturer;0.0060296645
limit;maximum;0.49965224
limit;measure;0.27590057
limit;measurement;0.15178588
limit;mechanical;0.02324513
limit;message;0.012966391
limit;mode;0.08561713
limit;module;0.035651814
limit;moment;-0.005732105
limit;motor;0.11147406
limit;navigation;0.05276972
limit;passenger;0.090781264
limit;optimal;0.18954165
limit;output;0.1451162
limit;parameter;0.18820152
limit;phase;0.08353504
limit;piston;0.04218203
limit;pump;0.15990622
limit;ratio;0.25529057
limit;rear;0.066852555
limit;rear_wheel;0.060078397
limit;requirement;0.41761896
limit;resistance;0.096384466
limit;risk;0.20834869
limit;safety;0.11461671
limit;scenario;0.10863018
limit;sensor;0.07554341
limit;shaft;0.046961084
limit;signal;0.10385373
limit;simulation;0.05983715
limit;slip;0.05823999
limit;spark_plug;0.011325429
limit;speed;0.34074366
limit;spring;0.061829206
limit;stability;0.10959559
limit;steer;0.16263308
limit;step;0.039363585
limit;suspension;0.19027808
limit;switch;0.09254904
limit;target;0.30262187
limit;task;0.034105167
limit;test;0.19980718
limit;tire;0.095683984
limit;torque;0.04358727
limit;transmission;0.05982303
limit;valve;0.07662719
limit;variable;0.18945357
limit;vehicle;0.13875201
limit;velocity;0.18512626
limit;voltage;0.10384605
limit;warning;0.16817722
limit;wheel;0.13303222
load;longitudinal;0.07847363
load;manufacturer;0.094357125
load;maximum;0.22283456
load;measure;0.07647187
load;measurement;0.1323765
load;mechanical;0.16034204
load;message;0.07609671
load;mode;0.12865557
load;module;0.17389566
load;moment;0.055469092
load;motor;0.13414012
load;navigation;0.08333711
load;passenger;0.27726257
load;optimal;0.1615007
load;output;0.26306334
load;parameter;0.1353436
load;phase;0.027166795
load;piston;0.095682465
load;pump;0.15127005
load;ratio;0.21689655
load;rear;0.23595197
load;rear_wheel;0.19414257
load;requirement;0.17991777
load;resistance;0.0044646654
load;risk;0.20339485
load;safety;0.06647789
load;scenario;0.15318047
load;sensor;0.085090265
load;shaft;0.14933391
load;signal;0.025432931
load;simulation;0.112248324
load;slip;-0.0061514787
load;spark_plug;0.10070375
load;speed;0.2410778
load;spring;0.10059075
load;stability;0.12242701
load;steer;0.06172817
load;step;0.058970816
load;suspension;0.16816144
load;switch;0.23113707
load;target;0.05832628
load;task;0.25382197
load;test;0.19914375
load;tire;0.14166322
load;torque;0.26507604
load;transmission;0.1770346
load;valve;0.09448513
load;variable;0.27772588
load;vehicle;0.1627855
load;velocity;0.2613838
load;voltage;0.17856029
load;warning;-0.020380614
load;wheel;0.18122701
longitudinal;manufacturer;0.109011605
longitudinal;maximum;0.13821317
longitudinal;measure;0.16022044
longitudinal;measurement;0.37761316
longitudinal;mechanical;0.1924888
longitudinal;message;-0.06520536
longitudinal;mode;0.096194066
longitudinal;module;0.3084514
longitudinal;moment;-0.0007097819
longitudinal;motor;0.17233883
longitudinal;navigation;0.18421023
longitudinal;passenger;0.07371368
longitudinal;optimal;0.34782526
longitudinal;output;0.12694517
longitudinal;parameter;0.35168487
longitudinal;phase;0.15410438
longitudinal;piston;0.2949419
longitudinal;pump;0.07312227
longitudinal;ratio;0.21158704
longitudinal;rear;0.28349918
longitudinal;rear_wheel;0.23905422
longitudinal;requirement;0.121165104
longitudinal;resistance;0.110919714
longitudinal;risk;0.14221892
longitudinal;safety;0.11479231
longitudinal;scenario;-0.0020872247
longitudinal;sensor;0.31564024
longitudinal;shaft;0.3073959
longitudinal;signal;0.07380666
longitudinal;simulation;0.22324893
longitudinal;slip;0.055264406
longitudinal;spark_plug;0.027768414
longitudinal;speed;0.11900964
longitudinal;spring;0.0075231907
longitudinal;stability;0.1483888
longitudinal;steer;0.077344604
longitudinal;step;0.013195356
longitudinal;suspension;0.06642839
longitudinal;switch;0.045081783
longitudinal;target;-0.01868503
longitudinal;task;-0.019810932
longitudinal;test;0.20789129
longitudinal;tire;0.12826796
longitudinal;torque;0.2313649
longitudinal;transmission;0.2167082
longitudinal;valve;0.22135009
longitudinal;variable;0.2709412
longitudinal;vehicle;0.08168325
longitudinal;velocity;0.20697941
longitudinal;voltage;0.16208535
longitudinal;warning;-0.011086688
longitudinal;wheel;0.22971112
manufacturer;maximum;0.058552757
manufacturer;measure;0.03217129
manufacturer;measurement;0.1749044
manufacturer;mechanical;0.26967177
manufacturer;message;0.03769976
manufacturer;mode;0.032909762
manufacturer;module;0.17751321
manufacturer;moment;0.027583433
manufacturer;motor;0.20666388
manufacturer;navigation;0.18063691
manufacturer;passenger;0.1387154
manufacturer;optimal;0.1342909
manufacturer;output;0.20823477
manufacturer;parameter;0.119380504
manufacturer;phase;0.060565658
manufacturer;piston;0.19742982
manufacturer;pump;0.13552372
manufacturer;ratio;0.031872258
manufacturer;rear;0.07912769
manufacturer;rear_wheel;0.13167469
manufacturer;requirement;0.10109721
manufacturer;resistance;0.1007601
manufacturer;risk;-0.013095811
manufacturer;safety;0.16758072
manufacturer;scenario;0.012053461
manufacturer;sensor;0.28822094
manufacturer;shaft;0.13207865
manufacturer;signal;0.07709175
manufacturer;simulation;0.16834542
manufacturer;slip;0.08157308
manufacturer;spark_plug;0.19915837
manufacturer;speed;0.071002565
manufacturer;spring;0.022677273
manufacturer;stability;0.06639681
manufacturer;steer;0.05561858
manufacturer;step;0.07957414
manufacturer;suspension;0.09749321
manufacturer;switch;0.10695577
manufacturer;target;0.019237787
manufacturer;task;0.012520237
manufacturer;test;0.17115976
manufacturer;tire;0.21581407
manufacturer;torque;0.14264756
manufacturer;transmission;0.13968468
manufacturer;valve;0.1748674
manufacturer;variable;0.117457286
manufacturer;vehicle;0.13286188
manufacturer;velocity;0.026148103
manufacturer;voltage;0.17287749
manufacturer;warning;0.07951063
manufacturer;wheel;0.19152372
maximum;measure;0.21791245
maximum;measurement;0.19452015
maximum;mechanical;0.041460346
maximum;message;0.06690043
maximum;mode;0.122952014
maximum;module;0.19510481
maximum;moment;0.063530676
maximum;motor;0.14330015
maximum;navigation;0.012052328
maximum;passenger;0.13563336
maximum;optimal;0.37073213
maximum;output;0.16855222
maximum;parameter;0.24955216
maximum;phase;0.15277585
maximum;piston;0.10758561
maximum;pump;0.056587428
maximum;ratio;0.2731644
maximum;rear;0.14557345
maximum;rear_wheel;0.059241705
maximum;requirement;0.28112993
maximum;resistance;0.13600372
maximum;risk;0.18123409
maximum;safety;0.09979954
maximum;scenario;0.15499246
maximum;sensor;0.13711144
maximum;shaft;0.13358855
maximum;signal;0.107196674
maximum;simulation;0.13914324
maximum;slip;0.0449074
maximum;spark_plug;-0.040811423
maximum;speed;0.22958845
maximum;spring;-0.0014091264
maximum;stability;0.21506518
maximum;steer;0.05664476
maximum;step;-0.0025890674
maximum;suspension;0.2121076
maximum;switch;0.07885068
maximum;target;0.24452172
maximum;task;0.07447348
maximum;test;0.16806322
maximum;tire;0.10052307
maximum;torque;0.16373938
maximum;transmission;0.116294995
maximum;valve;0.0994266
maximum;variable;0.29369083
maximum;vehicle;0.13203615
maximum;velocity;0.1715367
maximum;voltage;0.21396406
maximum;warning;0.073736355
maximum;wheel;0.08849943
measure;measurement;0.4203524
measure;mechanical;0.034628652
measure;message;0.17865919
measure;mode;0.05732776
measure;module;0.18099712
measure;moment;0.10839586
measure;motor;0.07713107
measure;navigation;0.03700262
measure;passenger;0.064369634
measure;optimal;0.14482038
measure;output;0.11765182
measure;parameter;0.3119158
measure;phase;0.1014504
measure;piston;0.0148210535
measure;pump;0.19704312
measure;ratio;0.29328334
measure;rear;0.0364393
measure;rear_wheel;-0.014340814
measure;requirement;0.3328053
measure;resistance;0.09428685
measure;risk;0.15164001
measure;safety;0.13117518
measure;scenario;0.15083759
measure;sensor;0.20739758
measure;shaft;0.10734769
measure;signal;0.22231525
measure;simulation;0.107741736
measure;slip;0.1067411
measure;spark_plug;0.021046178
measure;speed;0.09333766
measure;spring;0.057267953
measure;stability;0.17857493
measure;steer;0.04944742
measure;step;0.20462407
measure;suspension;0.062767535
measure;switch;0.08622566
measure;target;0.14481899
measure;task;0.16304895
measure;test;0.34934285
measure;tire;0.03740999
measure;torque;0.09556482
measure;transmission;-0.005879904
measure;valve;0.12976636
measure;variable;0.22007653
measure;vehicle;0.09647177
measure;velocity;0.12119384
measure;voltage;0.092314966
measure;warning;0.11293858
measure;wheel;0.034577325
measurement;mechanical;0.21845534
measurement;message;0.046552904
measurement;mode;0.13347867
measurement;module;0.3312038
measurement;moment;0.095882684
measurement;motor;0.1198373
measurement;navigation;0.28735405
measurement;passenger;0.052065115
measurement;optimal;0.34491438
measurement;output;0.16562602
measurement;parameter;0.47332412
measurement;phase;0.12924089
measurement;piston;0.21035662
measurement;pump;0.21070029
measurement;ratio;0.26233757
measurement;rear;0.050809935
measurement;rear_wheel;0.11186347
measurement;requirement;0.20272265
measurement;resistance;0.0637226
measurement;risk;0.14575814
measurement;safety;0.119601436
measurement;scenario;0.023394765
measurement;sensor;0.44887125
measurement;shaft;0.16137244
measurement;signal;0.22381067
measurement;simulation;0.34031975
measurement;slip;0.019568224
measurement;spark_plug;0.1104985
measurement;speed;0.12863217
measurement;spring;0.031619754
measurement;stability;0.11687702
measurement;steer;0.056607828
measurement;step;0.11676954
measurement;suspension;0.053446803
measurement;switch;0.08403923
measurement;target;0.1549818
measurement;task;0.085982375
measurement;test;0.36701342
measurement;tire;0.1549003
measurement;torque;0.25955248
measurement;transmission;0.22677423
measurement;valve;0.19596805
measurement;variable;0.37707672
measurement;vehicle;0.118626
measurement;velocity;0.2308261
measurement;voltage;0.19936004
measurement;warning;0.06104986
measurement;wheel;0.07665521
mechanical;message;-0.068422645
mechanical;mode;0.14072126
mechanical;module;0.13596953
mechanical;moment;-0.0089857085
mechanical;motor;0.3945667
mechanical;navigation;0.2623817
mechanical;passenger;0.11652578
mechanical;optimal;0.16618384
mechanical;output;0.15535693
mechanical;parameter;0.14170131
mechanical;phase;0.07527381
mechanical;piston;0.41740593
mechanical;pump;0.22450364
mechanical;ratio;0.04391465
mechanical;rear;0.28771028
mechanical;rear_wheel;0.35634977
mechanical;requirement;0.044122454
mechanical;resistance;0.14361602
mechanical;risk;0.039707836
mechanical;safety;0.20813379
mechanical;scenario;-0.026218232
mechanical;sensor;0.35621226
mechanical;shaft;0.30126154
mechanical;signal;0.12710531
mechanical;simulation;0.3130493
mechanical;slip;0.08286303
mechanical;spark_plug;0.31673336
mechanical;speed;0.21645796
mechanical;spring;0.07350624
mechanical;stability;0.12853819
mechanical;steer;0.045886233
mechanical;step;-0.029185193
mechanical;suspension;0.1588783
mechanical;switch;0.14839046
mechanical;target;-0.025669044
mechanical;task;0.06616237
mechanical;test;0.15983605
mechanical;tire;0.3790051
mechanical;torque;0.32883736
mechanical;transmission;0.23963694
mechanical;valve;0.4425048
mechanical;variable;0.24036127
mechanical;vehicle;0.14452124
mechanical;velocity;0.2921551
mechanical;voltage;0.27837968
mechanical;warning;0.006166151
mechanical;wheel;0.36148587
message;mode;0.14594121
message;module;0.097304836
message;moment;0.14758733
message;motor;0.024520472
message;navigation;0.052143943
message;passenger;0.038723137
message;optimal;0.016938258
message;output;0.0072860615
message;parameter;0.09885348
message;phase;0.027671684
message;piston;-0.019284911
message;pump;0.060753405
message;ratio;-0.01708329
message;rear;0.04535398
message;rear_wheel;0.053863782
message;requirement;0.08293421
message;resistance;-0.003142124
message;risk;0.07858158
message;safety;0.088550024
message;scenario;0.10311784
message;sensor;0.05380208
message;shaft;0.098786905
message;signal;0.46035334
message;simulation;-0.017343372
message;slip;-0.008084187
message;spark_plug;0.10062967
message;speed;0.0715888
message;spring;-0.015345025
message;stability;0.12071752
message;steer;0.15121667
message;step;0.10828148
message;suspension;0.060379058
message;switch;0.06958098
message;target;0.11961131
message;task;0.17485112
message;test;0.11139001
message;tire;0.059743144
message;torque;0.06497453
message;transmission;0.061980892
message;valve;0.07729302
message;variable;0.028284298
message;vehicle;0.09630661
message;velocity;0.0043160017
message;voltage;0.069785565
message;warning;0.39399514
message;wheel;0.073079795
mode;module;0.26734027
mode;moment;0.23687421
mode;motor;0.17323525
mode;navigation;0.20694813
mode;passenger;0.012159355
mode;optimal;0.2245119
mode;output;0.21604551
mode;parameter;0.30765706
mode;phase;0.30280903
mode;piston;0.18397607
mode;pump;0.11635059
mode;ratio;0.07364498
mode;rear;0.12027261
mode;rear_wheel;0.1410256
mode;requirement;0.09056137
mode;resistance;0.037161723
mode;risk;0.097274944
mode;safety;-0.00038635824
mode;scenario;0.27341008
mode;sensor;0.23708476
mode;shaft;0.19105735
mode;signal;0.23083718
mode;simulation;0.23967487
mode;slip;0.07172924
mode;spark_plug;0.091313705
mode;speed;0.2524248
mode;spring;0.08676613
mode;stability;0.06554531
mode;steer;0.12072186
mode;step;0.1542141
mode;suspension;0.07243255
mode;switch;0.2278059
mode;target;0.098079994
mode;task;0.11629813
mode;test;0.04208771
mode;tire;0.07359076
mode;torque;0.18984641
mode;transmission;0.11230471
mode;valve;0.1516641
mode;variable;0.20865811
mode;vehicle;0.14542732
mode;velocity;0.14664821
mode;voltage;0.25243676
mode;warning;0.019672249
mode;wheel;0.16936725
module;moment;0.0047413707
module;motor;0.18396446
module;navigation;0.30998966
module;passenger;0.08436865
module;optimal;0.250699
module;output;0.21317746
module;parameter;0.44507423
module;phase;0.21617176
module;piston;0.20827325
module;pump;0.15451062
module;ratio;0.14150302
module;rear;0.23571365
module;rear_wheel;0.20513752
module;requirement;0.28113827
module;resistance;0.05076244
module;risk;0.05178708
module;safety;0.024195379
module;scenario;0.065770544
module;sensor;0.48202568
module;shaft;0.24909233
module;signal;0.20139858
module;simulation;0.27377003
module;slip;0.028045073
module;spark_plug;0.070735306
module;speed;0.07927765
module;spring;0.054126874
module;stability;0.06685003
module;steer;-0.058049522
module;step;0.03679429
module;suspension;0.07760251
module;switch;0.15846574
module;target;0.0324908
module;task;0.1069225
module;test;0.16804111
module;tire;0.14771928
module;torque;0.20891257
module;transmission;0.17017528
module;valve;0.2884792
module;variable;0.3038357
module;vehicle;0.20739459
module;velocity;0.11414095
module;voltage;0.315591
module;warning;0.029139416
module;wheel;0.10548687
moment;motor;0.08316186
moment;navigation;-0.011840416
moment;passenger;0.08566427
moment;optimal;0.066570625
moment;output;0.046900876
moment;parameter;0.11312791
moment;phase;0.18163414
moment;piston;0.048960213
moment;pump;0.12049105
moment;ratio;0.023363676
moment;rear;0.070088
moment;rear_wheel;0.09056063
moment;requirement;0.04971492
moment;resistance;0.08970516
moment;risk;0.17115603
moment;safety;0.022661267
moment;scenario;0.24755931
moment;sensor;0.083453774
moment;shaft;0.09655152
moment;signal;0.15892959
moment;simulation;0.02908174
moment;slip;0.19370411
moment;spark_plug;0.076097
moment;speed;0.119353324
moment;spring;0.20065483
moment;stability;0.10838945
moment;steer;0.07048394
moment;step;0.2667296
moment;suspension;-0.0069086924
moment;switch;0.1397887
moment;target;0.06985599
moment;task;0.2605298
moment;test;0.09389854
moment;tire;0.07280309
moment;torque;0.14158116
moment;transmission;0.056325383
moment;valve;0.051319823
moment;variable;0.044388633
moment;vehicle;0.09571807
moment;velocity;0.12509786
moment;voltage;0.10858381
moment;warning;0.048431735
moment;wheel;0.13222475
motor;navigation;0.26453012
motor;passenger;0.23410472
motor;optimal;0.08286854
motor;output;0.13649276
motor;parameter;0.11546191
motor;phase;0.09297336
motor;piston;0.41901493
motor;pump;0.30381787
motor;ratio;0.13587798
motor;rear;0.29787496
motor;rear_wheel;0.42176515
motor;requirement;0.09483677
motor;resistance;0.02483501
motor;risk;0.033080712
motor;safety;0.17413193
motor;scenario;-0.025673391
motor;sensor;0.18068841
motor;shaft;0.19945566
motor;signal;0.14651236
motor;simulation;0.13956265
motor;slip;0.043732602
motor;spark_plug;0.33366254
motor;speed;0.21686648
motor;spring;0.010695748
motor;stability;0.10111168
motor;steer;0.07725366
motor;step;0.029471956
motor;suspension;0.1705386
motor;switch;0.15406156
motor;target;0.016163558
motor;task;0.0025731316
motor;test;0.17491333
motor;tire;0.41269428
motor;torque;0.3112063
motor;transmission;0.22871833
motor;valve;0.3446271
motor;variable;0.18403733
motor;vehicle;0.4230867
motor;velocity;0.15009063
motor;voltage;0.24381346
motor;warning;0.03350328
motor;wheel;0.42906693
navigation;passenger;0.19010396
navigation;optimal;0.18164971
navigation;output;0.09302635
navigation;parameter;0.18298166
navigation;phase;0.03273131
navigation;piston;0.1392832
navigation;pump;0.11090656
navigation;ratio;0.05086022
navigation;rear;0.2509078
navigation;rear_wheel;0.19917095
navigation;requirement;0.07163568
navigation;resistance;0.01661948
navigation;risk;0.0502966
navigation;safety;0.2576104
navigation;scenario;-0.007182393
navigation;sensor;0.38443586
navigation;shaft;0.08037509
navigation;signal;0.17854871
navigation;simulation;0.23691623
navigation;slip;0.06745447
navigation;spark_plug;0.06502222
navigation;speed;0.18165985
navigation;spring;-0.0047640204
navigation;stability;0.18390805
navigation;steer;0.19398679
navigation;step;0.030617367
navigation;suspension;-0.0011864521
navigation;switch;0.13054988
navigation;target;0.061049063
navigation;task;0.06302865
navigation;test;0.10510295
navigation;tire;0.11546369
navigation;torque;0.2043939
navigation;transmission;0.12056892
navigation;valve;0.1349329
navigation;variable;0.17823927
navigation;vehicle;0.2411923
navigation;velocity;0.13150764
navigation;voltage;0.12546414
navigation;warning;0.20228358
navigation;wheel;0.21391237
passenger;optimal;0.0050986316
passenger;output;0.09527637
passenger;parameter;0.073689945
passenger;phase;0.011622252
passenger;piston;0.13895886
passenger;pump;0.096331835
passenger;ratio;0.04251679
passenger;rear;0.3291832
passenger;rear_wheel;0.26852468
passenger;requirement;0.05072268
passenger;resistance;-0.028872123
passenger;risk;0.05787104
passenger;safety;0.25602338
passenger;scenario;0.046842866
passenger;sensor;0.13324478
passenger;shaft;0.10795149
passenger;signal;0.048272245
passenger;simulation;0.030915843
passenger;slip;0.092219695
passenger;spark_plug;0.0969431
passenger;speed;0.19013816
passenger;spring;-0.028208023
passenger;stability;0.09720964
passenger;steer;0.012557711
passenger;step;0.018013075
passenger;suspension;0.13673243
passenger;switch;0.02811135
passenger;target;0.04695466
passenger;task;-0.0027921847
passenger;test;0.082795694
passenger;tire;0.2549933
passenger;torque;0.16133347
passenger;transmission;0.17164083
passenger;valve;0.11932506
passenger;variable;0.06306399
passenger;vehicle;0.51149297
passenger;velocity;0.15346952
passenger;voltage;0.10091574
passenger;warning;0.061168674
passenger;wheel;0.2751642
optimal;output;0.1511116
optimal;parameter;0.39952675
optimal;phase;0.10951058
optimal;piston;0.16373351
optimal;pump;0.113676205
optimal;ratio;0.24151033
optimal;rear;0.13464536
optimal;rear_wheel;0.1397885
optimal;requirement;0.19146276
optimal;resistance;0.10098563
optimal;risk;0.23083097
optimal;safety;0.14067748
optimal;scenario;0.101119705
optimal;sensor;0.3080967
optimal;shaft;0.16351686
optimal;signal;0.15838765
optimal;simulation;0.23364209
optimal;slip;-0.03245928
optimal;spark_plug;0.047522288
optimal;speed;0.18771505
optimal;spring;0.07790609
optimal;stability;0.2751133
optimal;steer;0.10876261
optimal;step;0.05371954
optimal;suspension;0.047011588
optimal;switch;0.14341503
optimal;target;0.16644824
optimal;task;0.106741816
optimal;test;0.16297914
optimal;tire;0.112996385
optimal;torque;0.24223518
optimal;transmission;0.19996732
optimal;valve;0.1627171
optimal;variable;0.35622507
optimal;vehicle;0.08995013
optimal;velocity;0.19616914
optimal;voltage;0.17488256
optimal;warning;0.010176587
optimal;wheel;0.03714108
output;parameter;0.22419696
output;phase;0.084718436
output;piston;0.14872505
output;pump;0.2411764
output;ratio;0.1956502
output;rear;0.088554606
output;rear_wheel;0.11945396
output;requirement;0.13379382
output;resistance;0.056187153
output;risk;0.03328948
output;safety;0.066066384
output;scenario;0.14164032
output;sensor;0.15119694
output;shaft;0.20837381
output;signal;0.15833256
output;simulation;0.11210547
output;slip;0.013324697
output;spark_plug;0.1656659
output;speed;0.18727021
output;spring;0.047471333
output;stability;0.16848134
output;steer;-0.030714074
output;step;0.06488112
output;suspension;0.14813963
output;switch;0.18570921
output;target;0.11898208
output;task;0.103763595
output;test;0.084576145
output;tire;0.09557116
output;torque;0.21603452
output;transmission;0.24721184
output;valve;0.10403767
output;variable;0.22503275
output;vehicle;0.035897743
output;velocity;0.1826712
output;voltage;0.29431564
output;warning;0.03401083
output;wheel;0.02731422
parameter;phase;0.19273444
parameter;piston;0.20117337
parameter;pump;0.1457095
parameter;ratio;0.26298952
parameter;rear;0.11923176
parameter;rear_wheel;0.14746265
parameter;requirement;0.26586133
parameter;resistance;0.1416861
parameter;risk;0.19656697
parameter;safety;0.084730685
parameter;scenario;0.20714633
parameter;sensor;0.38024554
parameter;shaft;0.17554848
parameter;signal;0.27708143
parameter;simulation;0.22961132
parameter;slip;0.07004664
parameter;spark_plug;0.104837164
parameter;speed;0.12856233
parameter;spring;0.0023139552
parameter;stability;0.21612254
parameter;steer;0.024854306
parameter;step;0.16098577
parameter;suspension;0.0050948504
parameter;switch;0.122014195
parameter;target;0.20111383
parameter;task;0.12142994
parameter;test;0.21841326
parameter;tire;0.1619756
parameter;torque;0.22547328
parameter;transmission;0.15149856
parameter;valve;0.24145202
parameter;variable;0.4035664
parameter;vehicle;0.13911706
parameter;velocity;0.2578692
parameter;voltage;0.294521
parameter;warning;0.058732495
parameter;wheel;0.14994712
phase;piston;0.04486529
phase;pump;0.10075966
phase;ratio;0.055967808
phase;rear;0.0672631
phase;rear_wheel;0.026036177
phase;requirement;0.18309641
phase;resistance;0.11076077
phase;risk;0.057653148
phase;safety;0.024530536
phase;scenario;0.21154293
phase;sensor;0.09488098
phase;shaft;0.113323055
phase;signal;0.1960541
phase;simulation;0.17417994
phase;slip;0.07216445
phase;spark_plug;0.013254425
phase;speed;0.10615882
phase;spring;0.24794826
phase;stability;0.053943608
phase;steer;0.08984025
phase;step;0.33231965
phase;suspension;0.03828895
phase;switch;0.08899777
phase;target;0.15778062
phase;task;0.1753112
phase;test;0.23544988
phase;tire;0.10073599
phase;torque;-0.02827756
phase;transmission;0.11670359
phase;valve;0.13302948
phase;variable;0.105835885
